airzone,site,location,instrument,parameter,year,annual metric,annual metric (tfee-adjusted),24-hour metric,24-hour metric (tfee-adjusted),no adjustment,adjusted
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2013,6.2,6.2,19,19,yellow,yellow
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2014,6.2,6.1,21,20,orange,orange
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2015,6.6,5.9,22,19,orange,yellow
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2016,5.8,5,18,16,yellow,yellow
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2017,7.7,6.4,25,18,orange,yellow
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2018,10.4,8.2,50,22,red,orange
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2019,12,9.8,54,26,red,orange
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2020,12.3,9.3,60,25,red,red
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2021,11.4,9,49,24,red,red
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2022,11.6,9.1,50,25,red,red
Southern Interior,Grand Forks City Hall,Grand Forks,TEOM/SHARP,pm25,2023,11.2,10,41,30,red,red
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2017,8.2,3.8,83,13,red,yellow
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2018,8.2,3.8,83,13,red,yellow
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Aberdeen,Kamloops-Aberdeen,PM25 SHARP5030,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2013,8.2,8.2,20,20,orange,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2014,8.6,8.5,23,22,orange,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2015,8.8,8.6,24,22,orange,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2016,8.4,8.2,22,20,orange,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2017,10.5,7.7,56,19,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2018,11.9,7.7,72,20,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2019,11.7,7.6,72,20,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2020,9,7.2,35,18,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2021,9.4,6.7,47,16,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2022,9.7,6.9,49,17,red,orange
Southern Interior,Kamloops Federal Building,Kamloops,BAM1020/SHARP,pm25,2023,11.7,9.2,70,40,red,red
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2016,7.4,6.4,23,16,orange,yellow
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2017,8.2,6.6,37,18,red,orange
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2018,9.2,6.5,55,19,red,orange
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2019,10.8,6.9,74,20,red,orange
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2020,9.6,6.1,53,17,red,yellow
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2021,9.6,5.9,62,18,red,yellow
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2022,8.5,5.9,47,18,red,yellow
Southern Interior,Kelowna,Kelowna,PM25 SHARP5030,pm25,2023,9.1,7.3,56,29,red,red
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2013,4,4,12,12,yellow,yellow
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2014,4.1,4.1,13,12,yellow,yellow
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2015,4.1,4.1,14,13,yellow,yellow
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Kelowna,Kelowna,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2017,8.9,7.2,42,21,red,orange
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2018,10.5,7.7,60,22,red,orange
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2019,12.6,8.4,82,25,red,orange
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Lavington Baptist Church,Lavington,BAM1020,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2013,3.8,3.8,10,10,green,green
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2014,3.9,3.9,12,12,yellow,yellow
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2015,4,4,12,12,yellow,yellow
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Nelson Kutenai Place,Nelson,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,PM25_SHARP5030i,pm25,2023,8.4,8,56,52,red,red
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2015,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2016,8,7.4,24,18,orange,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2017,9.2,7.6,39,20,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2018,10.7,8,55,22,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2019,11.1,8.5,56,23,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2020,10.3,8.8,43,24,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2021,10.8,8.5,69,23,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2022,10.9,8.5,70,24,red,orange
Southern Interior,Vernon Science Centre,Vernon,PM25 SHARP5030,pm25,2023,12.1,9.7,83,36,red,red
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2013,6.6,6.6,16,16,orange,orange
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2014,7.2,7.2,18,17,orange,orange
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2015,7.3,7.2,18,17,orange,orange
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Southern Interior,Vernon Science Centre,Vernon,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
