site,tfee,instrument,year,latitude,longitude,pollutant,metric,metric_value,airzone,colour_order,colour,label,colour_text,labels,popup
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2018,54.2307,-125.7643,PM25,pm25_24h,39,Central Interior,4,#A50026,Burns Lake,red,Actions for Achieving Air Zone CAAQS,Burns Lake Fire Centre <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2018,54.2307,-125.7643,PM25,pm25_annual,6.9,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2019,54.2307,-125.7643,PM25,pm25_24h,40,Central Interior,4,#A50026,Burns Lake,red,Actions for Achieving Air Zone CAAQS,Burns Lake Fire Centre <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2019,54.2307,-125.7643,PM25,pm25_annual,7.8,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2020,54.2307,-125.7643,PM25,pm25_24h,38,Central Interior,4,#A50026,Burns Lake,red,Actions for Achieving Air Zone CAAQS,Burns Lake Fire Centre <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2020,54.2307,-125.7643,PM25,pm25_annual,7.9,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2021,54.2307,-125.7643,PM25,pm25_annual,7.6,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2021,54.2307,-125.7643,PM25,pm25_annual,7.6,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2022,54.2307,-125.7643,PM25,pm25_annual,7.1,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2022,54.2307,-125.7643,PM25,pm25_annual,7.1,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2013,49.317698,-117.661527,NO2,no2_ann,6.5,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2013,49.317698,-117.661527,O3,o3_8h,50,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,TRUE,NA,2013,49.317698,-117.661527,O3,o3_8h,50,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2013,49.317698,-117.661527,PM25,pm25_annual,7.5,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2013,49.317698,-117.661527,PM25,pm25_annual,7.5,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2013,49.317698,-117.661527,SO2,so2_ann,3.7,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2014,49.317698,-117.661527,NO2,no2_ann,6.1,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2014,49.317698,-117.661527,O3,o3_8h,49,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2014,49.317698,-117.661527,O3,o3_8h,49,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2014,49.317698,-117.661527,PM25,pm25_annual,7.6,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2014,49.317698,-117.661527,PM25,pm25_annual,7.5,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2014,49.317698,-117.661527,SO2,so2_1hr,52.3,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2015,49.317698,-117.661527,NO2,no2_1hr,26,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2015,49.317698,-117.661527,O3,o3_8h,48,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2015,49.317698,-117.661527,O3,o3_8h,48,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2015,49.317698,-117.661527,PM25,pm25_annual,7.8,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2015,49.317698,-117.661527,PM25,pm25_annual,7.7,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2015,49.317698,-117.661527,SO2,so2_1hr,52.1,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2016,49.317698,-117.661527,NO2,no2_ann,NA,Southern Interior,0,#dbdbdb,Castlegar,grey,Insufficient Data,Castlegar Zinio Park <br> NO2 Management Action: grey <br> Insufficient Data
Castlegar Zinio Park,FALSE,NA,2016,49.317698,-117.661527,O3,o3_8h,42,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2016,49.317698,-117.661527,O3,o3_8h,42,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2016,49.317698,-117.661527,PM25,pm25_annual,7.3,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2016,49.317698,-117.661527,PM25,pm25_annual,7.1,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2016,49.317698,-117.661527,SO2,so2_ann,2.2,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2017,49.317698,-117.661527,NO2,no2_ann,6.4,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2017,49.317698,-117.661527,O3,o3_8h,45,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2017,49.317698,-117.661527,O3,o3_8h,45,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2017,49.317698,-117.661527,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Castlegar,grey,Insufficient Data,Castlegar Zinio Park <br> PM25 Management Action: grey <br> Insufficient Data
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2017,49.317698,-117.661527,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Castlegar,grey,Insufficient Data,Castlegar Zinio Park <br> PM25 Management Action: grey <br> Insufficient Data
Castlegar Zinio Park,FALSE,NA,2017,49.317698,-117.661527,SO2,so2_1hr,51.9,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2018,49.317698,-117.661527,NO2,no2_ann,6.4,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2018,49.317698,-117.661527,O3,o3_8h,46,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2018,49.317698,-117.661527,O3,o3_8h,46,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2018,49.317698,-117.661527,PM25,pm25_annual,11.8,Southern Interior,4,#A50026,Castlegar,red,Actions for Achieving Air Zone CAAQS,Castlegar Zinio Park <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2018,49.317698,-117.661527,PM25,pm25_annual,7.6,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2018,49.317698,-117.661527,SO2,so2_1hr,49.2,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2019,49.317698,-117.661527,NO2,no2_ann,5.4,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2019,49.317698,-117.661527,O3,o3_8h,50,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,TRUE,NA,2019,49.317698,-117.661527,O3,o3_8h,50,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2019,49.317698,-117.661527,PM25,pm25_annual,11.9,Southern Interior,4,#A50026,Castlegar,red,Actions for Achieving Air Zone CAAQS,Castlegar Zinio Park <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2019,49.317698,-117.661527,PM25,pm25_annual,7.7,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2019,49.317698,-117.661527,SO2,so2_1hr,45.2,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2020,49.317698,-117.661527,NO2,no2_ann,5.1,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2020,49.317698,-117.661527,O3,o3_8h,48,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,TRUE,NA,2020,49.317698,-117.661527,O3,o3_8h,48,Southern Interior,1,#A6D96A,Castlegar,green,Actions for Keeping Clean Areas Clean,Castlegar Zinio Park <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2020,49.317698,-117.661527,PM25,pm25_annual,11.6,Southern Interior,4,#A50026,Castlegar,red,Actions for Achieving Air Zone CAAQS,Castlegar Zinio Park <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2020,49.317698,-117.661527,PM25,pm25_annual,7.2,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2020,49.317698,-117.661527,SO2,so2_1hr,38.8,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2021,49.317698,-117.661527,NO2,no2_ann,5.9,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2021,49.317698,-117.661527,O3,o3_8h,52,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,TRUE,NA,2021,49.317698,-117.661527,O3,o3_8h,52,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2021,49.317698,-117.661527,PM25,pm25_annual,12.3,Southern Interior,4,#A50026,Castlegar,red,Actions for Achieving Air Zone CAAQS,Castlegar Zinio Park <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2021,49.317698,-117.661527,PM25,pm25_annual,6.9,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2021,49.317698,-117.661527,SO2,so2_1hr,35.4,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2022,49.317698,-117.661527,NO2,no2_ann,5.1,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,NA,2022,49.317698,-117.661527,O3,o3_8h,52,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,TRUE,NA,2022,49.317698,-117.661527,O3,o3_8h,52,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Castlegar Zinio Park,FALSE,PM25 SHARP5030,2022,49.317698,-117.661527,PM25,pm25_annual,12.8,Southern Interior,4,#A50026,Castlegar,red,Actions for Achieving Air Zone CAAQS,Castlegar Zinio Park <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Castlegar Zinio Park,TRUE,PM25 SHARP5030,2022,49.317698,-117.661527,PM25,pm25_annual,7.4,Southern Interior,3,#F46D43,Castlegar,orange,Actions for Preventing CAAQS Exceedance,Castlegar Zinio Park <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Castlegar Zinio Park,FALSE,NA,2022,49.317698,-117.661527,SO2,so2_1hr,31.6,Southern Interior,2,#FEE08B,Castlegar,yellow,Actions for Preventing Air Quality Deterioration,Castlegar Zinio Park <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Chilliwack Airport,FALSE,NA,2013,49.1561,-121.9406,NO2,no2_ann,7.9,Lower Fraser Valley,3,#F46D43,Chilliwack,orange,Actions for Preventing CAAQS Exceedance,Chilliwack Airport <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Chilliwack Airport,FALSE,NA,2013,49.1561,-121.9406,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Chilliwack,yellow,Actions for Preventing Air Quality Deterioration,Chilliwack Airport <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Chilliwack Airport,TRUE,NA,2013,49.1561,-121.9406,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Chilliwack,yellow,Actions for Preventing Air Quality Deterioration,Chilliwack Airport <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
